time,hexPayload
2021-06-15T03:07:07.285Z,7900001857
2021-06-15T03:08:07.282Z,9800001858
2021-06-15T03:09:07.283Z,a700001859
2021-06-15T03:10:07.284Z,840000185a
2021-06-15T03:11:07.281Z,790000185b
2021-06-15T03:12:07.277Z,990000185c
2021-06-15T03:13:07.273Z,a70000185d
2021-06-15T03:14:07.275Z,860000185e
2021-06-15T03:15:07.279Z,9c0000185f
2021-06-15T03:16:07.276Z,8000001860
2021-06-15T03:17:07.272Z,7500001861
2021-06-15T03:18:07.272Z,9e00001862
2021-06-15T03:19:07.271Z,9900001863
2021-06-15T03:20:07.264Z,9500001864
2021-06-15T03:21:07.260Z,9800001865
2021-06-15T03:22:07.266Z,a400001866
2021-06-15T03:23:07.262Z,9c00001867
2021-06-15T03:24:07.264Z,7100001868
2021-06-15T03:25:07.257Z,6e00001869
2021-06-15T03:26:07.258Z,780000186a
2021-06-15T03:27:07.256Z,880000186b
2021-06-15T03:28:07.255Z,750000186c
2021-06-15T03:29:07.254Z,a70000186d
2021-06-15T03:30:07.248Z,800000186e
2021-06-15T03:31:07.245Z,890000186f
2021-06-15T03:32:07.252Z,7f00001870
2021-06-15T03:33:07.247Z,8b00001871
2021-06-15T03:34:07.242Z,7a00001872
2021-06-15T03:35:07.246Z,9b00001873
2021-06-15T03:36:07.237Z,9800001874
2021-06-15T03:37:07.234Z,9e00001875
2021-06-15T03:38:07.282Z,a000001876
2021-06-15T03:39:07.234Z,7e00001877
2021-06-15T03:40:07.235Z,7500001878
2021-06-15T03:45:10.278Z,7100001879
2021-06-15T03:46:06.486Z,730000187a
2021-06-15T03:47:07.172Z,a20000187b
2021-06-15T03:48:07.165Z,880000187c
2021-06-15T03:49:07.172Z,6d0000187d
2021-06-15T03:50:07.167Z,930000187e
2021-06-15T03:51:07.159Z,9b0000187f
2021-06-15T03:52:07.163Z,7400001880
2021-06-15T03:53:07.164Z,8d00001881
2021-06-15T03:54:07.164Z,9c00001882
2021-06-15T03:55:07.159Z,7c00001883
2021-06-15T03:56:07.155Z,8600001884
2021-06-15T03:57:07.153Z,8800001885
2021-06-15T03:58:07.158Z,7400001886
2021-06-15T03:59:07.151Z,a300001887
2021-06-15T04:00:07.153Z,6d00001888
2021-06-15T04:01:07.146Z,9400001889
2021-06-15T04:02:07.149Z,760000188a
2021-06-15T04:03:07.143Z,980000188b
2021-06-15T04:04:07.142Z,770000188c
2021-06-15T04:05:07.138Z,820000188d
2021-06-15T04:06:07.142Z,710000188e
2021-06-15T04:07:07.141Z,7e0000188f
2021-06-15T04:08:07.141Z,6c00001890
2021-06-15T04:09:07.132Z,7800001891
2021-06-15T04:10:07.131Z,8900001892
2021-06-15T04:11:07.132Z,7500001893
2021-06-15T04:12:07.127Z,a000001894
2021-06-15T04:13:07.125Z,9500001895
2021-06-15T04:14:07.130Z,9c00001896
2021-06-15T04:15:07.123Z,7400001897
2021-06-15T04:16:07.120Z,8600001898
2021-06-15T04:17:07.117Z,7300001899
2021-06-15T04:18:07.125Z,710000189a
2021-06-15T04:19:07.123Z,750000189b
2021-06-15T04:20:07.119Z,a50000189c
2021-06-15T04:21:07.121Z,6d0000189d
2021-06-15T04:22:07.110Z,840000189e
2021-06-15T04:23:07.112Z,6e0000189f
2021-06-15T04:24:07.113Z,9a000018a0
2021-06-15T04:25:07.107Z,87000018a1
2021-06-15T04:26:07.108Z,a4000018a2
2021-06-15T04:27:07.110Z,7d000018a3
2021-06-15T04:28:07.106Z,93000018a4
2021-06-15T04:29:07.102Z,88000018a5
2021-06-15T04:30:07.098Z,85000018a6
2021-06-15T04:31:07.097Z,87000018a7
2021-06-15T04:32:07.100Z,93000018a8
2021-06-15T04:33:07.094Z,7a000018a9
2021-06-15T04:34:07.098Z,91000018aa
2021-06-15T04:35:07.091Z,9b000018ab
2021-06-15T04:36:07.090Z,a0000018ac
2021-06-15T04:37:07.091Z,97000018ad
2021-06-15T04:38:07.088Z,74000018ae
2021-06-15T04:39:07.085Z,85000018af
2021-06-15T04:40:07.085Z,71000018b0
2021-06-15T04:45:10.130Z,6d000018b1
2021-06-15T04:46:06.339Z,94000018b2
2021-06-15T04:47:07.021Z,8c000018b3
2021-06-15T04:48:07.022Z,a1000018b4
2021-06-15T04:49:07.021Z,a1000018b5
2021-06-15T04:50:07.015Z,97000018b6
2021-06-15T04:51:07.021Z,78000018b7
2021-06-15T04:52:07.015Z,76000018b8
2021-06-15T04:53:07.010Z,a6000018b9
2021-06-15T04:54:07.016Z,89000018ba
2021-06-15T04:55:07.012Z,94000018bb
2021-06-15T04:56:07.007Z,99000018bc
2021-06-15T04:57:07.002Z,92000018bd
2021-06-15T04:58:07.002Z,75000018be
2021-06-15T04:59:07.001Z,9d000018bf
2021-06-15T05:00:07.004Z,73000018c0
2021-06-15T05:01:07.002Z,91000018c1
2021-06-15T05:02:07.003Z,9f000018c2
2021-06-15T05:04:06.998Z,a5000018c3
2021-06-15T05:05:06.990Z,9f000018c4
2021-06-15T05:06:06.993Z,85000018c5
2021-06-15T05:07:06.993Z,85000018c6
2021-06-15T05:08:06.985Z,8f000018c7
2021-06-15T05:09:06.988Z,a7000018c8
2021-06-15T05:10:06.986Z,7f000018c9
2021-06-15T05:11:06.983Z,88000018ca
2021-06-15T05:12:06.981Z,81000018cb
2021-06-15T05:13:06.982Z,7a000018cc
2021-06-15T05:15:06.979Z,76000018cd
2021-06-15T05:16:06.978Z,8a000018ce
2021-06-15T05:17:06.971Z,9b000018cf
2021-06-15T05:18:06.975Z,8f000018d0
2021-06-15T05:19:06.974Z,7c000018d1
2021-06-15T05:20:06.969Z,a7000018d2
2021-06-15T05:21:06.971Z,87000018d3
2021-06-15T05:22:06.971Z,8c000018d4
2021-06-15T05:23:06.961Z,8a000018d5
2021-06-15T05:24:06.965Z,73000018d6
2021-06-15T05:25:06.959Z,8b000018d7
2021-06-15T05:26:06.957Z,7e000018d8
2021-06-15T05:27:06.955Z,7e000018d9
2021-06-15T05:28:06.953Z,75000018da
2021-06-15T05:29:06.954Z,77000018db
2021-06-15T05:30:06.953Z,a4000018dc
2021-06-15T05:31:06.949Z,81000018dd
2021-06-15T05:32:06.958Z,a1000018de
2021-06-15T05:33:06.951Z,8a000018df
2021-06-15T05:34:06.946Z,6f000018e0
2021-06-15T05:35:06.945Z,7a000018e1
2021-06-15T05:36:06.944Z,7d000018e2
2021-06-15T05:37:06.942Z,a6000018e3
2021-06-15T05:38:06.939Z,78000018e4
2021-06-15T05:39:06.935Z,7c000018e5
2021-06-15T05:40:06.941Z,9e000018e6
2021-06-15T05:45:09.980Z,98000018e7
2021-06-15T05:46:06.186Z,70000018e8
2021-06-15T05:47:06.877Z,79000018e9
2021-06-15T05:48:06.871Z,9b000018ea
2021-06-15T05:49:06.869Z,78000018eb
2021-06-15T05:50:06.874Z,83000018ec
2021-06-15T05:51:06.866Z,8b000018ed
2021-06-15T05:52:06.870Z,7f000018ee
2021-06-15T05:53:06.861Z,79000018ef
2021-06-15T05:54:06.866Z,75000018f0
2021-06-15T05:55:06.858Z,9e000018f1
2021-06-15T05:57:06.858Z,85000018f2
2021-06-15T05:58:06.861Z,70000018f3
2021-06-15T05:59:06.853Z,80000018f4
2021-06-15T06:00:06.851Z,96000018f5
2021-06-15T06:01:06.856Z,85000018f6
2021-06-15T06:02:06.848Z,70000018f7
2021-06-15T06:03:06.846Z,8b000018f8
2021-06-15T06:04:06.850Z,a7000018f9
2021-06-15T06:05:06.848Z,85000018fa
2021-06-15T06:06:06.842Z,85000018fb
2021-06-15T06:08:06.846Z,82000018fc
2021-06-15T06:09:06.838Z,97000018fd
2021-06-15T06:10:06.838Z,a2000018fe
2021-06-15T06:11:06.832Z,87000018ff
2021-06-15T06:12:06.836Z,8300001900
2021-06-15T06:13:06.829Z,9b00001901
2021-06-15T06:14:06.830Z,9600001902
2021-06-15T06:15:06.826Z,9500001903
2021-06-15T06:16:06.830Z,7f00001904
2021-06-15T06:17:06.826Z,a200001905
2021-06-15T06:18:06.828Z,9c00001906
2021-06-15T06:19:06.824Z,8f00001907
2021-06-15T06:20:06.818Z,a500001908
2021-06-15T06:21:06.817Z,7300001909
2021-06-15T06:22:06.823Z,950000190a
2021-06-15T06:23:06.822Z,a20000190b
2021-06-15T06:24:06.819Z,a40000190c
2021-06-15T06:25:06.811Z,9a0000190d
2021-06-15T06:26:06.815Z,a50000190e
2021-06-15T06:27:06.814Z,a00000190f
2021-06-15T06:28:06.808Z,9f00001910
2021-06-15T06:29:06.808Z,9800001911
2021-06-15T06:30:06.804Z,8800001912
2021-06-15T06:31:06.806Z,a500001913
2021-06-15T06:32:06.807Z,8200001914
2021-06-15T06:33:06.798Z,a600001915
2021-06-15T06:34:06.803Z,9b00001916
2021-06-15T06:35:06.801Z,a700001917
2021-06-15T06:36:06.800Z,9c00001918
2021-06-15T06:37:06.791Z,8500001919
2021-06-15T06:38:06.792Z,7f0000191a
2021-06-15T06:39:06.793Z,710000191b
2021-06-15T06:40:06.787Z,800000191c
2021-06-15T06:45:09.837Z,7c0000191d
2021-06-15T06:46:06.044Z,7e0000191e
2021-06-15T06:47:06.722Z,7f0000191f
2021-06-15T06:48:06.727Z,8100001920
2021-06-15T06:49:06.724Z,8b00001921
2021-06-15T06:50:06.719Z,6e00001922
2021-06-15T06:51:06.717Z,9700001923
2021-06-15T06:52:06.724Z,8300001924
2021-06-15T06:53:06.722Z,9100001925
2021-06-15T06:54:06.712Z,6f00001926
2021-06-15T06:55:06.713Z,7c00001927
2021-06-15T06:56:06.719Z,8200001928
2021-06-15T06:57:06.707Z,8500001929
2021-06-15T06:58:06.713Z,a60000192a
2021-06-15T06:59:06.706Z,990000192b
2021-06-15T07:00:06.706Z,a50000192c
2021-06-15T07:01:06.708Z,7e0000192d
2021-06-15T07:02:06.698Z,a40000192e
2021-06-15T07:03:06.698Z,8e0000192f
2021-06-15T07:04:06.703Z,a300001930
2021-06-15T07:05:06.701Z,7300001931
2021-06-15T07:06:06.695Z,7c00001932
2021-06-15T07:07:06.691Z,7e00001933
2021-06-15T07:08:06.695Z,8600001934
2021-06-15T07:09:06.689Z,8800001935
2021-06-15T07:10:06.691Z,a500001936
2021-06-15T07:11:06.693Z,9100001937
2021-06-15T07:12:06.689Z,9c00001938
2021-06-15T07:13:06.686Z,8500001939
2021-06-15T07:14:06.687Z,7a0000193a
2021-06-15T07:15:06.685Z,920000193b
2021-06-15T07:16:06.677Z,820000193c
2021-06-15T07:17:06.674Z,8e0000193d
2021-06-15T07:18:06.672Z,7c0000193e
2021-06-15T07:20:06.672Z,7a0000193f
2021-06-15T07:21:06.676Z,8200001940
2021-06-15T07:22:06.671Z,7900001941
2021-06-15T07:23:06.665Z,8700001942
2021-06-15T07:24:06.668Z,6d00001943
2021-06-15T07:25:06.663Z,7000001944
2021-06-15T07:26:06.664Z,8700001945
2021-06-15T07:27:06.666Z,7900001946
2021-06-15T07:28:06.657Z,6f00001947
2021-06-15T07:29:06.655Z,9e00001948
2021-06-15T07:30:06.654Z,9b00001949
2021-06-15T07:31:06.660Z,7f0000194a
2021-06-15T07:32:06.658Z,700000194b
2021-06-15T07:33:06.657Z,9a0000194c
2021-06-15T07:34:06.648Z,a60000194d
2021-06-15T07:35:06.645Z,8f0000194e
2021-06-15T07:36:06.646Z,810000194f
2021-06-15T07:37:06.647Z,9600001950
2021-06-15T07:38:06.643Z,a600001951
2021-06-15T07:39:06.642Z,7800001952
2021-06-15T07:40:06.637Z,8e00001953
2021-06-15T07:45:09.689Z,8700001954
2021-06-15T07:46:05.894Z,a600001955
2021-06-15T07:47:06.583Z,a500001956
2021-06-15T07:48:06.574Z,8100001957
2021-06-15T07:49:06.576Z,a100001958
2021-06-15T07:50:06.571Z,7800001959
2021-06-15T07:51:06.575Z,6f0000195a
2021-06-15T07:52:06.569Z,7a0000195b
2021-06-15T07:53:06.571Z,820000195c
2021-06-15T07:54:06.564Z,850000195d
2021-06-15T07:55:06.570Z,8f0000195e
2021-06-15T07:56:06.564Z,920000195f
2021-06-15T07:57:06.563Z,8b00001960
2021-06-15T07:58:06.557Z,6d00001961
2021-06-15T07:59:06.565Z,a400001962
2021-06-15T08:00:06.559Z,9700001963
2021-06-15T08:01:06.553Z,8500001964
2021-06-15T08:02:06.559Z,a200001965
2021-06-15T08:03:06.552Z,7800001966
2021-06-15T08:04:06.547Z,6e00001967
2021-06-15T08:05:06.549Z,7a00001968
2021-06-15T08:06:06.545Z,9900001969
2021-06-15T08:07:06.548Z,870000196a
2021-06-15T08:08:06.548Z,760000196b
2021-06-15T08:09:06.545Z,780000196c
2021-06-15T08:10:06.546Z,790000196d
2021-06-15T08:11:06.579Z,7b0000196e
2021-06-15T08:12:06.534Z,930000196f
2021-06-15T08:13:06.534Z,7300001970
2021-06-15T08:14:06.533Z,7400001971
2021-06-15T08:15:06.531Z,9500001972
2021-06-15T08:16:06.533Z,a000001973
2021-06-15T08:17:06.529Z,9600001974
2021-06-15T08:18:06.533Z,8000001975
2021-06-15T08:19:06.525Z,6e00001976
2021-06-15T08:20:06.525Z,7f00001977
2021-06-15T08:21:06.525Z,a100001978
2021-06-15T08:22:06.528Z,6c00001979
2021-06-15T08:23:06.525Z,960000197a
2021-06-15T08:24:06.525Z,a00000197b
2021-06-15T08:25:06.521Z,770000197c
2021-06-15T08:26:06.514Z,900000197d
2021-06-15T08:27:06.514Z,7b0000197e
2021-06-15T08:28:06.512Z,800000197f
2021-06-15T08:29:06.510Z,a200001980
2021-06-15T08:30:06.513Z,7400001981
2021-06-15T08:31:06.514Z,9e00001982
2021-06-15T08:32:06.507Z,8f00001983
2021-06-15T08:33:06.507Z,a600001984
2021-06-15T08:34:06.508Z,7400001985
2021-06-15T08:35:06.502Z,7900001986
2021-06-15T08:36:06.499Z,7300001987
2021-06-15T08:37:06.500Z,a700001988
2021-06-15T08:38:06.496Z,8a00001989
2021-06-15T08:39:06.496Z,920000198a
2021-06-15T08:40:06.492Z,870000198b
2021-06-15T08:45:09.539Z,920000198c
2021-06-15T08:46:05.746Z,a40000198d
2021-06-15T08:47:06.426Z,960000198e
2021-06-15T08:48:06.431Z,970000198f
2021-06-15T08:49:06.423Z,8e00001990
2021-06-15T08:50:06.431Z,6e00001991
2021-06-15T08:51:06.425Z,6f00001992
2021-06-15T08:52:06.418Z,7700001993
2021-06-15T08:53:06.419Z,9300001994
2021-06-15T08:54:06.415Z,7500001995
2021-06-15T08:55:06.414Z,7c00001996
2021-06-15T08:56:06.419Z,7300001997
2021-06-15T08:57:06.418Z,a000001998
2021-06-15T08:58:06.409Z,8600001999
2021-06-15T08:59:06.412Z,930000199a
2021-06-15T09:00:06.411Z,a50000199b
2021-06-15T09:01:06.410Z,820000199c
2021-06-15T09:02:06.407Z,980000199d
2021-06-15T09:03:06.403Z,880000199e
2021-06-15T09:04:06.405Z,720000199f
2021-06-15T09:05:06.403Z,70000019a0
2021-06-15T09:06:06.396Z,6d000019a1
2021-06-15T09:07:06.394Z,93000019a2
2021-06-15T09:08:06.394Z,7a000019a3
2021-06-15T09:09:06.398Z,96000019a4
2021-06-15T09:10:06.397Z,88000019a5
2021-06-15T09:11:06.395Z,73000019a6
2021-06-15T09:12:06.389Z,83000019a7
2021-06-15T09:13:06.393Z,92000019a8
2021-06-15T09:14:06.386Z,8c000019a9
2021-06-15T09:15:06.385Z,7e000019aa
2021-06-15T09:16:06.387Z,75000019ab
2021-06-15T09:17:06.384Z,71000019ac
2021-06-15T09:18:06.385Z,77000019ad
2021-06-15T09:19:06.382Z,9b000019ae
2021-06-15T09:20:06.380Z,9a000019af
2021-06-15T09:21:06.373Z,7c000019b0
2021-06-15T09:22:06.370Z,98000019b1
2021-06-15T09:23:06.370Z,a2000019b2
2021-06-15T09:24:06.373Z,97000019b3
2021-06-15T09:25:06.367Z,76000019b4
2021-06-15T09:26:06.366Z,9d000019b5
2021-06-15T09:27:06.370Z,8f000019b6
2021-06-15T09:28:06.368Z,80000019b7
2021-06-15T09:29:06.363Z,73000019b8
2021-06-15T09:30:06.359Z,95000019b9
2021-06-15T09:31:06.361Z,6f000019ba
2021-06-15T09:32:06.361Z,a6000019bb
2021-06-15T09:33:06.360Z,88000019bc
2021-06-15T09:34:06.357Z,7f000019bd
2021-06-15T09:35:06.355Z,9c000019be
2021-06-15T09:36:06.352Z,71000019bf
2021-06-15T09:37:06.355Z,91000019c0
2021-06-15T09:38:06.346Z,a1000019c1
2021-06-15T09:39:06.345Z,7d000019c2
2021-06-15T09:40:06.350Z,9a000019c3
2021-06-15T09:45:09.393Z,78000019c4
2021-06-15T09:46:05.598Z,9d000019c5
2021-06-15T09:47:06.285Z,90000019c6
2021-06-15T09:48:06.284Z,a6000019c7
2021-06-15T09:49:06.282Z,83000019c8
2021-06-15T09:50:06.280Z,81000019c9
2021-06-15T09:51:06.282Z,8c000019ca
2021-06-15T09:52:06.279Z,a2000019cb
2021-06-15T09:53:06.269Z,93000019cc
2021-06-15T09:54:06.271Z,73000019cd
2021-06-15T09:55:06.271Z,7b000019ce
2021-06-15T09:56:06.268Z,92000019cf
2021-06-15T09:57:06.267Z,9b000019d0
2021-06-15T09:58:06.262Z,9b000019d1
2021-06-15T09:59:06.264Z,a4000019d2
2021-06-15T10:00:06.258Z,90000019d3
2021-06-15T10:01:06.258Z,74000019d4
2021-06-15T10:02:06.260Z,7b000019d5
2021-06-15T10:03:06.257Z,7d000019d6
2021-06-15T10:04:06.252Z,99000019d7
2021-06-15T10:05:06.250Z,82000019d8
2021-06-15T10:06:06.256Z,93000019d9
2021-06-15T10:07:06.250Z,73000019da
2021-06-15T10:08:06.248Z,8b000019db
2021-06-15T10:09:06.244Z,76000019dc
2021-06-15T10:10:06.242Z,a5000019dd
2021-06-15T10:11:06.243Z,92000019de
2021-06-15T10:12:06.265Z,96000019df
2021-06-15T10:13:06.239Z,76000019e0
2021-06-15T10:14:06.244Z,87000019e1
2021-06-15T10:15:06.235Z,a7000019e2
2021-06-15T10:16:06.236Z,97000019e3
2021-06-15T10:17:06.230Z,75000019e4
2021-06-15T10:18:06.237Z,88000019e5
2021-06-15T10:19:06.228Z,7e000019e6
2021-06-15T10:20:06.233Z,9a000019e7
2021-06-15T10:21:06.225Z,8e000019e8
2021-06-15T10:22:06.230Z,7e000019e9
2021-06-15T10:23:06.222Z,72000019ea
2021-06-15T10:24:06.218Z,80000019eb
2021-06-15T10:25:06.227Z,74000019ec
2021-06-15T10:26:06.218Z,71000019ed
2021-06-15T10:27:06.219Z,a3000019ee
2021-06-15T10:28:06.219Z,75000019ef
2021-06-15T10:29:06.214Z,a4000019f0
2021-06-15T10:30:06.212Z,91000019f1
2021-06-15T10:31:06.211Z,78000019f2
2021-06-15T10:32:06.213Z,8c000019f3
2021-06-15T10:33:06.216Z,95000019f4
2021-06-15T10:34:06.206Z,78000019f5
2021-06-15T10:35:06.208Z,8e000019f6
2021-06-15T10:36:06.201Z,99000019f7
2021-06-15T10:37:06.200Z,8f000019f8
2021-06-15T10:38:06.196Z,96000019f9
2021-06-15T10:39:06.200Z,80000019fa
2021-06-15T10:40:06.197Z,75000019fb
2021-06-15T10:45:09.245Z,a7000019fc
2021-06-15T10:46:05.446Z,9b000019fd
2021-06-15T10:47:06.139Z,71000019fe
2021-06-15T10:48:06.136Z,84000019ff
2021-06-15T10:49:06.132Z,8a00001a00
2021-06-15T10:50:06.129Z,9800001a01
2021-06-15T10:51:06.127Z,8800001a02
2021-06-15T10:52:06.125Z,8b00001a03
2021-06-15T10:53:06.120Z,a600001a04
2021-06-15T10:54:06.125Z,9600001a05
2021-06-15T10:55:06.117Z,8000001a06
2021-06-15T10:56:06.116Z,7000001a07
2021-06-15T10:57:06.117Z,8a00001a08
2021-06-15T10:58:06.114Z,7800001a09
2021-06-15T10:59:06.120Z,8d00001a0a
2021-06-15T11:00:06.111Z,8700001a0b
2021-06-15T11:01:06.108Z,6d00001a0c
2021-06-15T11:02:06.107Z,9900001a0d
2021-06-15T11:03:06.109Z,7d00001a0e
2021-06-15T11:04:06.106Z,8000001a0f
2021-06-15T11:05:06.108Z,a600001a10
2021-06-15T11:06:06.104Z,7a00001a11
2021-06-15T11:07:06.107Z,a500001a12
2021-06-15T11:08:06.098Z,a600001a13
2021-06-15T11:09:06.104Z,7200001a14
2021-06-15T11:10:06.099Z,9d00001a15
2021-06-15T11:11:06.099Z,8c00001a16
2021-06-15T11:12:06.093Z,9800001a17
2021-06-15T11:13:06.099Z,7500001a18
2021-06-15T11:14:06.095Z,9a00001a19
2021-06-15T11:15:06.091Z,a700001a1a
2021-06-15T11:16:06.092Z,7300001a1b
2021-06-15T11:17:06.084Z,7100001a1c
2021-06-15T11:18:06.081Z,7b00001a1d
2021-06-15T11:19:06.085Z,7700001a1e
2021-06-15T11:20:06.086Z,7d00001a1f
2021-06-15T11:21:06.081Z,7200001a20
2021-06-15T11:22:06.078Z,9c00001a21
2021-06-15T11:23:06.076Z,a300001a22
2021-06-15T11:24:06.073Z,7300001a23
2021-06-15T11:25:06.071Z,9300001a24
2021-06-15T11:26:06.074Z,6c00001a25
2021-06-15T11:27:06.073Z,7500001a26
2021-06-15T11:28:06.074Z,8700001a27
2021-06-15T11:29:06.067Z,7800001a28
2021-06-15T11:30:06.069Z,a200001a29
2021-06-15T11:31:06.059Z,9900001a2a
2021-06-15T11:32:06.063Z,7400001a2b
2021-06-15T11:33:06.066Z,8500001a2c
2021-06-15T11:34:06.056Z,7300001a2d
2021-06-15T11:35:06.057Z,8400001a2e
2021-06-15T11:36:06.055Z,7300001a2f
2021-06-15T11:37:06.053Z,8100001a30
2021-06-15T11:38:06.055Z,8a00001a31
2021-06-15T11:39:06.046Z,8700001a32
2021-06-15T11:40:06.049Z,6f00001a33
2021-06-15T11:45:09.104Z,7d00001a34
2021-06-15T11:46:05.298Z,8e00001a35
2021-06-15T11:47:05.991Z,7400001a36
2021-06-15T11:48:05.991Z,9f00001a37
2021-06-15T11:49:05.980Z,7400001a38
2021-06-15T11:50:05.977Z,a400001a39
2021-06-15T11:51:05.977Z,7500001a3a
2021-06-15T11:52:05.981Z,9300001a3b
2021-06-15T11:53:05.978Z,9800001a3c
2021-06-15T11:54:05.979Z,9900001a3d
2021-06-15T11:55:05.978Z,7c00001a3e
2021-06-15T11:56:05.976Z,6c00001a3f
2021-06-15T11:57:05.976Z,7800001a40
2021-06-15T11:58:05.966Z,a400001a41
2021-06-15T11:59:05.964Z,8e00001a42
2021-06-15T12:00:05.969Z,9a00001a43
2021-06-15T12:01:05.961Z,7500001a44
2021-06-15T12:02:05.967Z,9700001a45
2021-06-15T12:03:05.964Z,8000001a46
2021-06-15T12:04:05.958Z,8600001a47
2021-06-15T12:05:05.954Z,7200001a48
2021-06-15T12:06:05.962Z,8a00001a49
2021-06-15T12:07:05.957Z,7600001a4a
2021-06-15T12:08:05.958Z,9a00001a4b
2021-06-15T12:09:05.954Z,7300001a4c
2021-06-15T12:10:05.952Z,9d00001a4d
2021-06-15T12:11:05.944Z,9300001a4e
2021-06-15T12:12:05.946Z,a000001a4f
2021-06-15T12:13:05.942Z,8700001a50
2021-06-15T12:14:05.940Z,a000001a51
2021-06-15T12:15:05.944Z,a400001a52
2021-06-15T12:16:05.942Z,9700001a53
2021-06-15T12:17:05.941Z,8000001a54
2021-06-15T12:18:05.935Z,a100001a55
2021-06-15T12:19:05.933Z,6c00001a56
2021-06-15T12:20:05.930Z,8c00001a57
2021-06-15T12:21:05.930Z,9200001a58
2021-06-15T12:22:05.931Z,8a00001a59
2021-06-15T12:23:05.929Z,8b00001a5a
2021-06-15T12:24:05.926Z,a400001a5b
2021-06-15T12:25:05.925Z,8800001a5c
2021-06-15T12:26:05.927Z,9000001a5d
2021-06-15T12:27:05.925Z,9e00001a5e
2021-06-15T12:28:05.926Z,7700001a5f
2021-06-15T12:29:05.924Z,9b00001a60
2021-06-15T12:30:05.916Z,8500001a61
2021-06-15T12:31:05.913Z,a600001a62
2021-06-15T12:32:05.913Z,9000001a63
2021-06-15T12:33:05.914Z,8000001a64
2021-06-15T12:34:05.913Z,9a00001a65
2021-06-15T12:35:05.909Z,8a00001a66
2021-06-15T12:37:05.906Z,7300001a67
2021-06-15T12:38:05.906Z,7c00001a68
2021-06-15T12:39:05.901Z,9d00001a69
2021-06-15T12:40:05.897Z,6e00001a6a
2021-06-15T12:45:08.947Z,9d00001a6b
2021-06-15T12:46:05.154Z,7c00001a6c
2021-06-15T12:47:05.842Z,7600001a6d
2021-06-15T12:48:05.836Z,9500001a6e
2021-06-15T12:49:05.840Z,7700001a6f
2021-06-15T12:50:05.832Z,8500001a70
2021-06-15T12:51:05.836Z,8500001a71
2021-06-15T12:52:05.831Z,8700001a72
2021-06-15T12:53:05.827Z,a500001a73
2021-06-15T12:54:05.823Z,7200001a74
2021-06-15T12:55:05.822Z,7200001a75
2021-06-15T12:56:05.825Z,9e00001a76
2021-06-15T12:57:05.824Z,9600001a77
2021-06-15T12:58:05.825Z,a400001a78
2021-06-15T12:59:05.818Z,8200001a79
2021-06-15T13:00:05.817Z,8e00001a7a
2021-06-15T13:01:05.817Z,9600001a7b
2021-06-15T13:02:05.813Z,9c00001a7c
2021-06-15T13:03:05.808Z,7100001a7d
2021-06-15T13:04:05.815Z,9f00001a7e
2021-06-15T13:05:05.809Z,9b00001a7f
2021-06-15T13:06:05.804Z,8300001a80
2021-06-15T13:07:05.811Z,6d00001a81
2021-06-15T13:08:05.802Z,6c00001a82
2021-06-15T13:09:05.807Z,6d00001a83
2021-06-15T13:10:05.799Z,7000001a84
2021-06-15T13:11:05.805Z,9000001a85
2021-06-15T13:12:05.798Z,7c00001a86
2021-06-15T13:13:05.802Z,6e00001a87
2021-06-15T13:14:05.795Z,a700001a88
2021-06-15T13:15:05.794Z,7500001a89
2021-06-15T13:16:05.792Z,a600001a8a
2021-06-15T13:17:05.795Z,a400001a8b
2021-06-15T13:18:05.786Z,9600001a8c
2021-06-15T13:19:05.784Z,7200001a8d
2021-06-15T13:20:05.787Z,6f00001a8e
2021-06-15T13:21:05.781Z,9d00001a8f
2021-06-15T13:22:05.781Z,9b00001a90
2021-06-15T13:23:05.782Z,9000001a91
2021-06-15T13:24:05.775Z,6f00001a92
2021-06-15T13:25:05.782Z,9800001a93
2021-06-15T13:26:05.773Z,a600001a94
2021-06-15T13:27:05.771Z,8c00001a95
2021-06-15T13:28:05.771Z,8d00001a96
2021-06-15T13:29:05.767Z,6e00001a97
2021-06-15T13:30:05.767Z,7c00001a98
2021-06-15T13:31:05.772Z,7400001a99
2021-06-15T13:32:05.768Z,a200001a9a
2021-06-15T13:33:05.775Z,a700001a9b
2021-06-15T13:34:05.764Z,7a00001a9c
2021-06-15T13:35:05.761Z,a200001a9d
2021-06-15T13:36:05.761Z,8100001a9e
2021-06-15T13:37:05.762Z,9800001a9f
2021-06-15T13:38:05.759Z,9d00001aa0
2021-06-15T13:39:05.757Z,8a00001aa1
2021-06-15T13:40:05.755Z,9300001aa2
2021-06-15T13:45:08.796Z,8900001aa3
2021-06-15T13:46:05.002Z,7700001aa4
2021-06-15T13:47:05.696Z,9e00001aa5
2021-06-15T13:48:05.688Z,7c00001aa6
2021-06-15T13:49:05.686Z,7700001aa7
2021-06-15T13:50:05.690Z,9400001aa8
2021-06-15T13:51:05.681Z,8d00001aa9
2021-06-15T13:52:05.679Z,8a00001aaa
2021-06-15T13:53:05.683Z,9d00001aab
2021-06-15T13:54:05.675Z,a300001aac
2021-06-15T13:55:05.674Z,8200001aad
2021-06-15T13:56:05.672Z,7000001aae
2021-06-15T13:57:05.671Z,9300001aaf
2021-06-15T13:58:05.671Z,9a00001ab0
2021-06-15T13:59:05.673Z,9900001ab1
2021-06-15T14:00:05.674Z,8700001ab2
